gi|260548833|ref|ZP_05823055.1|
gi|260548834|ref|ZP_05823056.1|
gi|260548835|ref|ZP_05823057.1|	K03070
gi|260548836|ref|ZP_05823058.1|
gi|260548837|ref|ZP_05823059.1|
gi|260548838|ref|ZP_05823060.1|	K11068
gi|260548839|ref|ZP_05823061.1|
gi|260548840|ref|ZP_05823062.1|
gi|260548841|ref|ZP_05823063.1|
gi|260548842|ref|ZP_05823064.1|
gi|260548843|ref|ZP_05823065.1|	K01782
gi|260548844|ref|ZP_05823066.1|	K00626
gi|260548845|ref|ZP_05823067.1|
gi|260548846|ref|ZP_05823068.1|
gi|260548847|ref|ZP_05823069.1|	K07267
gi|260548848|ref|ZP_05823070.1|	K00117
gi|260548849|ref|ZP_05823071.1|	K00381
gi|260548850|ref|ZP_05823072.1|
gi|260548851|ref|ZP_05823073.1|
gi|260548852|ref|ZP_05823074.1|	K04750
gi|260548853|ref|ZP_05823075.1|	K00626
gi|260548854|ref|ZP_05823076.1|
gi|260548855|ref|ZP_05823077.1|	K03286
gi|260548856|ref|ZP_05823078.1|
gi|260548857|ref|ZP_05823079.1|	K14415
gi|260548858|ref|ZP_05823080.1|	K11733
gi|260548859|ref|ZP_05823081.1|	K00564
gi|260548860|ref|ZP_05823082.1|	K16345
gi|260548861|ref|ZP_05823083.1|	K06207
gi|260548862|ref|ZP_05823084.1|	K03282
gi|260548863|ref|ZP_05823085.1|
gi|260548864|ref|ZP_05823086.1|	K03769
gi|260548865|ref|ZP_05823087.1|	K10563
gi|260548866|ref|ZP_05823088.1|	K03652
gi|260548867|ref|ZP_05823089.1|	K02014
gi|260548868|ref|ZP_05823090.1|
gi|260548869|ref|ZP_05823091.1|
gi|260548870|ref|ZP_05823092.1|
gi|260548871|ref|ZP_05823093.1|	K03981
gi|260548872|ref|ZP_05823094.1|	K06980
gi|260548873|ref|ZP_05823095.1|
gi|260548874|ref|ZP_05823096.1|
gi|260548875|ref|ZP_05823097.1|	K06193
gi|260548876|ref|ZP_05823098.1|	K09946
gi|260548877|ref|ZP_05823099.1|	K01881
gi|260548878|ref|ZP_05823100.1|	K03296
gi|260548879|ref|ZP_05823101.1|
gi|260548880|ref|ZP_05823102.1|
gi|260548881|ref|ZP_05823103.1|	K02657
gi|260548882|ref|ZP_05823104.1|	K02658
gi|260548883|ref|ZP_05823105.1|	K02659
gi|260548884|ref|ZP_05823106.1|	K02660
gi|260548885|ref|ZP_05823107.1|	K06596
gi|260548886|ref|ZP_05823108.1|
gi|260548887|ref|ZP_05823109.1|	K01439
gi|260548888|ref|ZP_05823110.1|
gi|260548889|ref|ZP_05823111.1|
gi|260548890|ref|ZP_05823112.1|	K09790
gi|260548891|ref|ZP_05823113.1|
gi|260548892|ref|ZP_05823114.1|
gi|260548893|ref|ZP_05823115.1|	K00380
gi|260548894|ref|ZP_05823116.1|
gi|260548895|ref|ZP_05823117.1|
gi|260548896|ref|ZP_05823118.1|	K07552
gi|260548897|ref|ZP_05823119.1|
gi|260548898|ref|ZP_05823120.1|
gi|260548899|ref|ZP_05823121.1|
gi|260548900|ref|ZP_05823122.1|	K03310
gi|260548901|ref|ZP_05823123.1|	K07001
gi|260548902|ref|ZP_05823124.1|	K01754
gi|260548903|ref|ZP_05823125.1|
gi|260548904|ref|ZP_05823126.1|
gi|260548905|ref|ZP_05823127.1|
gi|260548906|ref|ZP_05823128.1|
gi|260548907|ref|ZP_05823129.1|	K05520
gi|260548908|ref|ZP_05823130.1|	K02434
gi|260548909|ref|ZP_05823131.1|	K02433
gi|260548910|ref|ZP_05823132.1|	K02435
gi|260548911|ref|ZP_05823133.1|	K03569
gi|260548912|ref|ZP_05823134.1|	K03570
gi|260548913|ref|ZP_05823135.1|
gi|260548914|ref|ZP_05823136.1|	K06287
gi|260548915|ref|ZP_05823137.1|	K08301
gi|260548916|ref|ZP_05823138.1|
gi|260548917|ref|ZP_05823139.1|
gi|260548918|ref|ZP_05823140.1|	K00390
gi|260548919|ref|ZP_05823141.1|	K02203
gi|260548920|ref|ZP_05823142.1|	K06076
gi|260548921|ref|ZP_05823143.1|	K00355
gi|260548922|ref|ZP_05823144.1|	K07780
gi|260548923|ref|ZP_05823145.1|
gi|260548924|ref|ZP_05823146.1|
gi|260548925|ref|ZP_05823147.1|	K06153
gi|260548926|ref|ZP_05823148.1|
gi|260548927|ref|ZP_05823149.1|
gi|260548928|ref|ZP_05823150.1|	K05523
gi|260548929|ref|ZP_05823151.1|
gi|260548930|ref|ZP_05823152.1|
gi|260548931|ref|ZP_05823153.1|
gi|260548932|ref|ZP_05823154.1|
gi|260548933|ref|ZP_05823155.1|
gi|260548934|ref|ZP_05823156.1|
gi|260548935|ref|ZP_05823157.1|
gi|260548936|ref|ZP_05823158.1|
gi|260548937|ref|ZP_05823159.1|
gi|260548938|ref|ZP_05823160.1|
gi|260548939|ref|ZP_05823161.1|
gi|260548940|ref|ZP_05823162.1|
gi|260548941|ref|ZP_05823163.1|
gi|260548942|ref|ZP_05823164.1|
gi|260548943|ref|ZP_05823165.1|
gi|260548944|ref|ZP_05823166.1|
gi|260548945|ref|ZP_05823167.1|
gi|260548946|ref|ZP_05823168.1|
gi|260548947|ref|ZP_05823169.1|	K06876
gi|260548948|ref|ZP_05823170.1|	K03426
gi|260548949|ref|ZP_05823171.1|	K11734
gi|260548950|ref|ZP_05823172.1|	K09788
gi|260548951|ref|ZP_05823173.1|	K13789
gi|260548952|ref|ZP_05823174.1|
gi|260548953|ref|ZP_05823175.1|
gi|260548954|ref|ZP_05823176.1|
gi|260548955|ref|ZP_05823177.1|	K07001
gi|260548956|ref|ZP_05823178.1|
gi|260548957|ref|ZP_05823179.1|	K03372
gi|260548958|ref|ZP_05823180.1|
gi|260548959|ref|ZP_05823181.1|	K03760
gi|260548960|ref|ZP_05823182.1|	K07666
gi|260548961|ref|ZP_05823183.1|	K07645
gi|260548962|ref|ZP_05823184.1|
gi|260548963|ref|ZP_05823185.1|	K03320
gi|260548964|ref|ZP_05823186.1|
gi|260548965|ref|ZP_05823187.1|	K07088
gi|260548966|ref|ZP_05823188.1|
gi|260548967|ref|ZP_05823189.1|
gi|260548968|ref|ZP_05823190.1|	K01873
gi|260548969|ref|ZP_05823191.1|
gi|260548970|ref|ZP_05823192.1|	K11166
gi|260548971|ref|ZP_05823193.1|
gi|260548972|ref|ZP_05823194.1|
gi|260548973|ref|ZP_05823195.1|
gi|260548974|ref|ZP_05823196.1|
gi|260548975|ref|ZP_05823197.1|	K03296
gi|260548976|ref|ZP_05823198.1|	K03585
gi|260548977|ref|ZP_05823199.1|
gi|260548978|ref|ZP_05823200.1|
gi|260548979|ref|ZP_05823201.1|	K02523
gi|260548980|ref|ZP_05823202.1|	K02888
gi|260548981|ref|ZP_05823203.1|	K02899
gi|260548982|ref|ZP_05823204.1|	K03634
gi|260548983|ref|ZP_05823205.1|
gi|260548984|ref|ZP_05823206.1|	K01875
gi|260548985|ref|ZP_05823207.1|	K02302
gi|260548986|ref|ZP_05823208.1|	K03216
gi|260548987|ref|ZP_05823209.1|
gi|260548988|ref|ZP_05823210.1|
gi|260548989|ref|ZP_05823211.1|	K14052
gi|260548990|ref|ZP_05823212.1|
gi|260548991|ref|ZP_05823213.1|
gi|260548992|ref|ZP_05823214.1|	K03801
gi|260548993|ref|ZP_05823215.1|	K09158
gi|260548994|ref|ZP_05823216.1|	K03086
gi|260548995|ref|ZP_05823217.1|
gi|260548996|ref|ZP_05823218.1|
gi|260548997|ref|ZP_05823219.1|
gi|260548998|ref|ZP_05823220.1|	K07146
gi|260548999|ref|ZP_05823221.1|	K06938
gi|260549000|ref|ZP_05823222.1|	K01647
gi|260549001|ref|ZP_05823223.1|	K00241
gi|260549002|ref|ZP_05823224.1|	K00242
gi|260549003|ref|ZP_05823225.1|	K00239
gi|260549004|ref|ZP_05823226.1|	K00240
gi|260549005|ref|ZP_05823227.1|	K00164
gi|260549006|ref|ZP_05823228.1|	K00658
gi|260549007|ref|ZP_05823229.1|	K00382
gi|260549008|ref|ZP_05823230.1|	K01903
gi|260549009|ref|ZP_05823231.1|	K01902
gi|260549010|ref|ZP_05823232.1|	K01867
gi|260549011|ref|ZP_05823233.1|	K09781
gi|260549012|ref|ZP_05823234.1|	K07054
gi|260549013|ref|ZP_05823235.1|	K03316
gi|260549014|ref|ZP_05823236.1|
gi|260549016|ref|ZP_05823237.1|
gi|260549017|ref|ZP_05823238.1|	K07233
gi|260549018|ref|ZP_05823239.1|
gi|260549019|ref|ZP_05823240.1|
gi|260549020|ref|ZP_05823241.1|	K07665
gi|260549021|ref|ZP_05823242.1|	K07644
gi|260549022|ref|ZP_05823243.1|	K01533
gi|260549023|ref|ZP_05823244.1|
gi|260549024|ref|ZP_05823245.1|
gi|260549025|ref|ZP_05823246.1|
gi|260549026|ref|ZP_05823247.1|
gi|260549027|ref|ZP_05823248.1|
gi|260549028|ref|ZP_05823249.1|
gi|260549029|ref|ZP_05823250.1|
gi|260549030|ref|ZP_05823251.1|
gi|260549031|ref|ZP_05823252.1|
gi|260549032|ref|ZP_05823253.1|
gi|260549033|ref|ZP_05823254.1|
gi|260549034|ref|ZP_05823255.1|
gi|260549035|ref|ZP_05823256.1|
gi|260549036|ref|ZP_05823257.1|
gi|260549037|ref|ZP_05823258.1|
gi|260549038|ref|ZP_05823259.1|	K05539
gi|260549039|ref|ZP_05823260.1|
gi|260549040|ref|ZP_05823261.1|
gi|260549041|ref|ZP_05823262.1|
gi|260549042|ref|ZP_05823263.1|	K01681
gi|260549043|ref|ZP_05823264.1|	K03424
gi|260549044|ref|ZP_05823265.1|
gi|260549045|ref|ZP_05823266.1|
gi|260549046|ref|ZP_05823267.1|	K02837
gi|260549047|ref|ZP_05823268.1|
gi|260549048|ref|ZP_05823269.1|
gi|260549049|ref|ZP_05823270.1|
gi|260549050|ref|ZP_05823271.1|
gi|260549051|ref|ZP_05823272.1|	K00053
gi|260549052|ref|ZP_05823273.1|	K01653
gi|260549053|ref|ZP_05823274.1|	K01652
gi|260549054|ref|ZP_05823275.1|
gi|260549055|ref|ZP_05823276.1|	K01869
gi|260549056|ref|ZP_05823277.1|
gi|260549057|ref|ZP_05823278.1|	K02340
gi|260549058|ref|ZP_05823279.1|	K13888
gi|260549059|ref|ZP_05823280.1|	K05685
gi|260549060|ref|ZP_05823281.1|
gi|260549061|ref|ZP_05823282.1|	K00208
gi|260549062|ref|ZP_05823283.1|
gi|260549063|ref|ZP_05823284.1|	K13288
gi|260549064|ref|ZP_05823285.1|	K06949
gi|260549065|ref|ZP_05823286.1|
gi|260549066|ref|ZP_05823287.1|	K03676
gi|260549067|ref|ZP_05823288.1|	K03071
gi|260549068|ref|ZP_05823289.1|	K06133
gi|260549069|ref|ZP_05823290.1|	K03977
gi|260549070|ref|ZP_05823291.1|
gi|260549071|ref|ZP_05823292.1|
gi|260549072|ref|ZP_05823293.1|	K01892
gi|260549073|ref|ZP_05823294.1|	K03526
gi|260549074|ref|ZP_05823295.1|	K15539
gi|260549075|ref|ZP_05823296.1|	K02656
gi|260549076|ref|ZP_05823297.1|	K06941
gi|260549077|ref|ZP_05823298.1|	K00940
gi|260549078|ref|ZP_05823299.1|
gi|260549079|ref|ZP_05823300.1|
gi|260549080|ref|ZP_05823301.1|
gi|260549081|ref|ZP_05823302.1|	K03797
gi|260549082|ref|ZP_05823303.1|	K01207
gi|260549083|ref|ZP_05823304.1|
gi|260549084|ref|ZP_05823305.1|
gi|260549085|ref|ZP_05823306.1|	K00147
gi|260549086|ref|ZP_05823307.1|	K00131
gi|260549087|ref|ZP_05823308.1|	K00851
gi|260549088|ref|ZP_05823309.1|
gi|260549089|ref|ZP_05823310.1|	K03299
gi|260549090|ref|ZP_05823311.1|	K01625
gi|260549091|ref|ZP_05823312.1|	K01690
gi|260549092|ref|ZP_05823313.1|	K00925
gi|260549093|ref|ZP_05823314.1|	K13788
gi|260549094|ref|ZP_05823315.1|	K01676
gi|260549095|ref|ZP_05823316.1|
gi|260549096|ref|ZP_05823317.1|
gi|260549097|ref|ZP_05823318.1|	K03544
gi|260549098|ref|ZP_05823319.1|	K01358
gi|260549099|ref|ZP_05823320.1|	K03545
gi|260549100|ref|ZP_05823321.1|	K16090
gi|260549101|ref|ZP_05823322.1|	K07336
gi|260549102|ref|ZP_05823323.1|	K01649
gi|260549103|ref|ZP_05823324.1|	K00641
gi|260549104|ref|ZP_05823325.1|
gi|260549105|ref|ZP_05823326.1|
gi|260549106|ref|ZP_05823327.1|	K02428
gi|260549107|ref|ZP_05823328.1|
gi|260549108|ref|ZP_05823329.1|
gi|260549109|ref|ZP_05823330.1|	K03117
gi|260549110|ref|ZP_05823331.1|	K03118
gi|260549111|ref|ZP_05823332.1|
gi|260549112|ref|ZP_05823333.1|	K07093
gi|260549113|ref|ZP_05823334.1|
gi|260549114|ref|ZP_05823335.1|	K13292
gi|260549115|ref|ZP_05823336.1|
gi|260549116|ref|ZP_05823337.1|
gi|260549117|ref|ZP_05823338.1|	K00560
gi|260549118|ref|ZP_05823339.1|	K00287
gi|260549119|ref|ZP_05823340.1|
gi|260549120|ref|ZP_05823341.1|
gi|260549121|ref|ZP_05823342.1|	K07304
gi|260549122|ref|ZP_05823343.1|	K03560
gi|260549123|ref|ZP_05823344.1|
gi|260549124|ref|ZP_05823345.1|
gi|260549125|ref|ZP_05823346.1|	K01433
gi|260549126|ref|ZP_05823347.1|
gi|260549127|ref|ZP_05823348.1|	K00154
gi|260549128|ref|ZP_05823349.1|	K02902
gi|260549129|ref|ZP_05823350.1|	K02913
gi|260549130|ref|ZP_05823351.1|	K03455
gi|260549131|ref|ZP_05823352.1|
gi|260549132|ref|ZP_05823353.1|
gi|260549133|ref|ZP_05823354.1|
gi|260549134|ref|ZP_05823355.1|	K13208
gi|260549135|ref|ZP_05823356.1|	K03657
gi|260549136|ref|ZP_05823357.1|
gi|260549137|ref|ZP_05823358.1|
gi|260549138|ref|ZP_05823359.1|	K03168
gi|260549139|ref|ZP_05823360.1|
gi|260549140|ref|ZP_05823361.1|
gi|260549141|ref|ZP_05823362.1|
gi|260549142|ref|ZP_05823363.1|
gi|260549143|ref|ZP_05823364.1|	K15738
gi|260549144|ref|ZP_05823365.1|
gi|260549145|ref|ZP_05823366.1|
gi|260549146|ref|ZP_05823367.1|	K02517
gi|260549147|ref|ZP_05823368.1|
gi|260549148|ref|ZP_05823369.1|	K11102
gi|260549149|ref|ZP_05823370.1|
gi|260549150|ref|ZP_05823371.1|	K00133
gi|260549151|ref|ZP_05823372.1|
gi|260549152|ref|ZP_05823373.1|
gi|260549153|ref|ZP_05823374.1|	K01424
gi|260549154|ref|ZP_05823375.1|	K06173
gi|260549155|ref|ZP_05823376.1|
gi|260549156|ref|ZP_05823377.1|	K02518
gi|260549157|ref|ZP_05823378.1|
gi|260549158|ref|ZP_05823379.1|
gi|260549159|ref|ZP_05823380.1|	K00052
gi|260549160|ref|ZP_05823381.1|
gi|260549161|ref|ZP_05823382.1|	K01704
gi|260549162|ref|ZP_05823383.1|	K01703
gi|260549163|ref|ZP_05823384.1|
gi|260549164|ref|ZP_05823385.1|
gi|260549165|ref|ZP_05823386.1|
gi|260549166|ref|ZP_05823387.1|
gi|260549167|ref|ZP_05823388.1|
gi|260549168|ref|ZP_05823389.1|
gi|260549169|ref|ZP_05823390.1|	K08311
gi|260549170|ref|ZP_05823391.1|	K08484
gi|260549171|ref|ZP_05823392.1|	K03782
gi|260549172|ref|ZP_05823393.1|
gi|260549173|ref|ZP_05823394.1|	K05817
gi|260549174|ref|ZP_05823395.1|
gi|260549175|ref|ZP_05823396.1|
gi|260549176|ref|ZP_05823397.1|	K00799
gi|260549177|ref|ZP_05823398.1|
gi|260549178|ref|ZP_05823399.1|	K01091
gi|260549179|ref|ZP_05823400.1|	K06179
gi|260549180|ref|ZP_05823401.1|
gi|260549181|ref|ZP_05823402.1|	K08300
gi|260549182|ref|ZP_05823403.1|	K13776
gi|260549183|ref|ZP_05823404.1|
gi|260549184|ref|ZP_05823405.1|
gi|260549185|ref|ZP_05823406.1|	K02495
gi|260549186|ref|ZP_05823407.1|	K09936
gi|260549187|ref|ZP_05823408.1|	K03327
gi|260549188|ref|ZP_05823409.1|
gi|260549189|ref|ZP_05823410.1|
gi|260549190|ref|ZP_05823411.1|	K08869
gi|260549191|ref|ZP_05823412.1|	K02909
gi|260549192|ref|ZP_05823413.1|
gi|260549193|ref|ZP_05823414.1|	K06199
gi|260549194|ref|ZP_05823415.1|
gi|260549195|ref|ZP_05823416.1|	K07007
gi|260549196|ref|ZP_05823417.1|
gi|260549197|ref|ZP_05823418.1|	K09862
gi|260549198|ref|ZP_05823419.1|
gi|260549199|ref|ZP_05823420.1|	K01772
gi|260549200|ref|ZP_05823421.1|
gi|260549201|ref|ZP_05823422.1|	K01776
gi|260549202|ref|ZP_05823423.1|	K09986
gi|260549203|ref|ZP_05823424.1|	K00311
gi|260549205|ref|ZP_05823425.1|
gi|260549206|ref|ZP_05823426.1|
gi|260549207|ref|ZP_05823427.1|	K07282
gi|260549208|ref|ZP_05823428.1|
gi|260549209|ref|ZP_05823429.1|	K07443
gi|260549210|ref|ZP_05823430.1|
gi|260549211|ref|ZP_05823431.1|
gi|260549212|ref|ZP_05823432.1|	K00638
gi|260549213|ref|ZP_05823433.1|
gi|260549214|ref|ZP_05823434.1|
gi|260549215|ref|ZP_05823435.1|	K03624
gi|260549216|ref|ZP_05823436.1|	K01955
gi|260549217|ref|ZP_05823437.1|	K01956
gi|260549218|ref|ZP_05823438.1|
gi|260549219|ref|ZP_05823439.1|
gi|260549220|ref|ZP_05823440.1|	K07574
gi|260549221|ref|ZP_05823441.1|	K02427
gi|260549222|ref|ZP_05823442.1|	K03798
gi|260549223|ref|ZP_05823443.1|	K00796
gi|260549224|ref|ZP_05823444.1|
gi|260549225|ref|ZP_05823445.1|
gi|260549226|ref|ZP_05823446.1|	K01113
gi|260549227|ref|ZP_05823447.1|	K01491
gi|260549228|ref|ZP_05823448.1|
gi|260549229|ref|ZP_05823449.1|
gi|260549230|ref|ZP_05823450.1|	K03761
gi|260549231|ref|ZP_05823451.1|	K00864
gi|260549232|ref|ZP_05823452.1|	K00111
gi|260549233|ref|ZP_05823453.1|	K01596
gi|260549234|ref|ZP_05823454.1|	K07029
gi|260549235|ref|ZP_05823455.1|	K01120
gi|260549236|ref|ZP_05823456.1|	K04078
gi|260549237|ref|ZP_05823457.1|	K04077
gi|260549238|ref|ZP_05823458.1|	K00901
gi|260549239|ref|ZP_05823459.1|
gi|260549240|ref|ZP_05823460.1|	K01126
gi|260549241|ref|ZP_05823461.1|
gi|260549242|ref|ZP_05823462.1|
gi|260549243|ref|ZP_05823463.1|	K03799
gi|260549244|ref|ZP_05823464.1|
gi|260549245|ref|ZP_05823465.1|	K14058
gi|260549246|ref|ZP_05823466.1|
gi|260549247|ref|ZP_05823467.1|
gi|260549248|ref|ZP_05823468.1|	K04760
gi|260549249|ref|ZP_05823469.1|
gi|260549250|ref|ZP_05823470.1|
gi|260549251|ref|ZP_05823471.1|
gi|260549252|ref|ZP_05823472.1|
gi|260549253|ref|ZP_05823473.1|
gi|260549254|ref|ZP_05823474.1|
gi|260549255|ref|ZP_05823475.1|
gi|260549256|ref|ZP_05823476.1|
gi|260549257|ref|ZP_05823477.1|
gi|260549258|ref|ZP_05823478.1|
gi|260549259|ref|ZP_05823479.1|
gi|260549260|ref|ZP_05823480.1|
gi|260549261|ref|ZP_05823481.1|	K01153
gi|260549262|ref|ZP_05823482.1|
gi|260549263|ref|ZP_05823483.1|	K03427
gi|260549264|ref|ZP_05823484.1|	K01154
gi|260549265|ref|ZP_05823485.1|
gi|260549266|ref|ZP_05823486.1|
gi|260549267|ref|ZP_05823487.1|
gi|260549268|ref|ZP_05823488.1|
gi|260549269|ref|ZP_05823489.1|
gi|260549270|ref|ZP_05823490.1|	K07578
gi|260549271|ref|ZP_05823491.1|
gi|260549272|ref|ZP_05823492.1|
gi|260549273|ref|ZP_05823493.1|
gi|260549274|ref|ZP_05823494.1|
gi|260549275|ref|ZP_05823495.1|
gi|260549276|ref|ZP_05823496.1|	K03824
gi|260549277|ref|ZP_05823497.1|	K09982
gi|260549278|ref|ZP_05823498.1|
gi|260549279|ref|ZP_05823499.1|
gi|260549280|ref|ZP_05823500.1|
gi|260549281|ref|ZP_05823501.1|
gi|260549282|ref|ZP_05823502.1|	K10680
gi|260549283|ref|ZP_05823503.1|
gi|260549284|ref|ZP_05823504.1|
gi|260549285|ref|ZP_05823505.1|	K00059
gi|260549286|ref|ZP_05823506.1|
gi|260549287|ref|ZP_05823507.1|	K03585
gi|260549288|ref|ZP_05823508.1|
gi|260549289|ref|ZP_05823509.1|
gi|260549290|ref|ZP_05823510.1|	K07124
gi|260549291|ref|ZP_05823511.1|	K16137
gi|260549292|ref|ZP_05823512.1|	K00865
gi|260549293|ref|ZP_05823513.1|
gi|260549294|ref|ZP_05823514.1|	K02379
gi|260549295|ref|ZP_05823515.1|
gi|260549296|ref|ZP_05823516.1|	K03473
gi|260549297|ref|ZP_05823517.1|	K04568
gi|260549298|ref|ZP_05823518.1|
gi|260549299|ref|ZP_05823519.1|	K04485
gi|260549300|ref|ZP_05823520.1|	K11737
gi|260549301|ref|ZP_05823521.1|	K11737
gi|260549302|ref|ZP_05823522.1|
gi|260549303|ref|ZP_05823523.1|	K01586
gi|260549304|ref|ZP_05823524.1|	K01778
gi|260549305|ref|ZP_05823525.1|
gi|260549306|ref|ZP_05823526.1|
gi|260549307|ref|ZP_05823527.1|	K03733
gi|260549308|ref|ZP_05823528.1|	K03521
gi|260549309|ref|ZP_05823529.1|	K03522
gi|260549310|ref|ZP_05823530.1|
gi|260549311|ref|ZP_05823531.1|
gi|260549312|ref|ZP_05823532.1|	K02469
gi|260549313|ref|ZP_05823533.1|	K07264
gi|260549314|ref|ZP_05823534.1|
gi|260549315|ref|ZP_05823535.1|	K00721
gi|260549316|ref|ZP_05823536.1|	K03478
gi|260549317|ref|ZP_05823537.1|	K09686
gi|260549318|ref|ZP_05823538.1|	K09686
gi|260549319|ref|ZP_05823539.1|	K01993
gi|260549320|ref|ZP_05823540.1|
gi|260549321|ref|ZP_05823541.1|	K00831
gi|260549322|ref|ZP_05823542.1|
gi|260549323|ref|ZP_05823543.1|	K09768
gi|260549324|ref|ZP_05823544.1|
gi|260549325|ref|ZP_05823545.1|	K09808
gi|260549326|ref|ZP_05823546.1|	K09810
gi|260549327|ref|ZP_05823547.1|	K02238
gi|260549328|ref|ZP_05823548.1|	K02517
gi|260549329|ref|ZP_05823549.1|	K04773
gi|260549330|ref|ZP_05823550.1|
gi|260549331|ref|ZP_05823551.1|	K11175
gi|260549332|ref|ZP_05823552.1|	K01933
gi|260549333|ref|ZP_05823553.1|
gi|260549334|ref|ZP_05823554.1|	K10763
gi|260549335|ref|ZP_05823555.1|
gi|260549336|ref|ZP_05823556.1|
gi|260549338|ref|ZP_05823557.1|
gi|260549339|ref|ZP_05823558.1|	K03735
gi|260549340|ref|ZP_05823559.1|	K03736
gi|260549341|ref|ZP_05823560.1|
gi|260549342|ref|ZP_05823561.1|	K01886
gi|260549343|ref|ZP_05823562.1|	K03768
gi|260549344|ref|ZP_05823563.1|	K03269
gi|260549345|ref|ZP_05823564.1|
gi|260549346|ref|ZP_05823565.1|	K10679
gi|260549347|ref|ZP_05823566.1|
gi|260549348|ref|ZP_05823567.1|	K03666
gi|260549349|ref|ZP_05823568.1|	K00791
gi|260549350|ref|ZP_05823569.1|	K03572
gi|260549351|ref|ZP_05823570.1|	K06925
gi|260549352|ref|ZP_05823571.1|	K06177
gi|260549353|ref|ZP_05823572.1|
gi|260549354|ref|ZP_05823573.1|
gi|260549355|ref|ZP_05823574.1|	K06183
gi|260549356|ref|ZP_05823575.1|
gi|260549357|ref|ZP_05823576.1|
gi|260549358|ref|ZP_05823577.1|	K03576
gi|260549359|ref|ZP_05823578.1|
gi|260549360|ref|ZP_05823579.1|
gi|260549361|ref|ZP_05823580.1|	K10716
gi|260549362|ref|ZP_05823581.1|
gi|260549363|ref|ZP_05823582.1|	K01682
gi|260549364|ref|ZP_05823583.1|
gi|260549365|ref|ZP_05823584.1|	K07404
gi|260549366|ref|ZP_05823585.1|	K09800
gi|260549367|ref|ZP_05823586.1|	K07278
gi|260549368|ref|ZP_05823587.1|
gi|260549369|ref|ZP_05823588.1|	K06134
gi|260549370|ref|ZP_05823589.1|
gi|260549371|ref|ZP_05823590.1|	K09470
gi|260549372|ref|ZP_05823591.1|	K07667
gi|260549373|ref|ZP_05823592.1|	K07646
